Recovery Reconciliation Logs - 2026-04-15T14:33:43.917Z
Mode: LIVE

[SUCCESS] CC: 4594 | Receivable: 12975 | DB Total: 12975 | Match: (EXACT MATCH)
[SUCCESS] CC: 4348 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 4353 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 4431 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[SUCCESS] CC: 4467 | Receivable: 22975 | DB Total: 22975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5133 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5208 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5371 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5761 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5828 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5983 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6213 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6271 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6482 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[MISMATCH] CC: 6781 | Receivable: 0 | DB Sum: 20975 | Diff: -20975
[SUCCESS] CC: 6806 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7111 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7274 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7287 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7438 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7450 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7469 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7561 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7652 | Receivable: 24316 | DB Total: 24316 | Match: (EXACT MATCH)
[SUCCESS] CC: 7719 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7732 | Receivable: 17975 | DB Sum: 35950 | Diff: -17975
[SUCCESS] CC: 7671 | Receivable: 18575 | DB Total: 18575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7223 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7369 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7377 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7386 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7427 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7447 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7462 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7531 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7637 | Receivable: 8288 | DB Total: 8288 | Match: (EXACT MATCH)
[SUCCESS] CC: 7653 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[MISMATCH] CC: 7669 | Receivable: 16575 | DB Sum: 33150 | Diff: -16575
[SUCCESS] CC: 7691 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7729 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISSING] CC: 7291 | Receivable: 16575 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7414 | Receivable: 19575 | DB Total: 19575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7463 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7527 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISSING] CC: 7670 | Receivable: 18575 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7715 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[SUCCESS] CC: 6997 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7018 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7049 | Receivable: 12975 | DB Total: 12975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7135 | Receivable: 20975 | DB Total: 20975 | Match: (EXACT MATCH)
[MISSING] CC: 7156 | Receivable: 16975 | Reason: No fees found for 2026-04-01 or earlier.
[MISMATCH] CC: 7201 | Receivable: 16975 | DB Sum: 67900 | Diff: -50925
[SUCCESS] CC: 7313 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7342 | Receivable: 5092 | DB Total: 5092 | Match: (EXACT MATCH)
[SUCCESS] CC: 7351 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7385 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7522 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7597 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7655 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[MISMATCH] CC: 7682 | Receivable: 16575 | DB Sum: 33150 | Diff: -16575
[SUCCESS] CC: 7759 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7749 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7750 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7083 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7134 | Receivable: 20975 | DB Total: 20975 | Match: (EXACT MATCH)
[MISSING] CC: 7203 | Receivable: 13975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7226 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7233 | Receivable: 13832 | DB Total: 13832 | Match: (EXACT MATCH)
[SUCCESS] CC: 7251 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7268 | Receivable: 10975 | DB Total: 10975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7300 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7323 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7359 | Receivable: 12975 | DB Total: 12975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7374 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7389 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7390 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7428 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7446 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7002 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7006 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7016 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7064 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7149 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7177 | Receivable: 5975 | DB Total: 5975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7217 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7235 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7301 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7326 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7355 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7387 | Receivable: 0 | DB Sum: 31950 | Diff: -31950
[MISMATCH] CC: 7406 | Receivable: 17975 | DB Sum: 53925 | Diff: -35950
[SUCCESS] CC: 7422 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7548 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7694 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[MISMATCH] CC: 6749 | Receivable: 15975 | DB Sum: 31950 | Diff: -15975
[MISSING] CC: 6792 | Receivable: 16575 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 6826 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISMATCH] CC: 6908 | Receivable: 17975 | DB Sum: 35950 | Diff: -17975
[SUCCESS] CC: 6972 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISSING] CC: 7127 | Receivable: 16575 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7283 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[MISSING] CC: 7395 | Receivable: 16575 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7578 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7629 | Receivable: 10575 | DB Total: 10575 | Match: (EXACT MATCH)
[SUCCESS] CC: 6739 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6942 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6949 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6957 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7090 | Receivable: 14975 | DB Sum: 29950 | Diff: -14975
[SUCCESS] CC: 7190 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7292 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[MISSING] CC: 7644 | Receivable: 15550 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 6622 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6688 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6743 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6974 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7035 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7062 | Receivable: 8975 | DB Total: 8975 | Match: (EXACT MATCH)
[MISSING] CC: 7113 | Receivable: 13975 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7116 | Receivable: 17975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7243 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7269 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7354 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7436 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6761 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISMATCH] CC: 6924 | Receivable: 17975 | DB Sum: 35950 | Diff: -17975
[SUCCESS] CC: 7114 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7124 | Receivable: 15975 | DB Sum: 43925 | Diff: -27950
[SUCCESS] CC: 7169 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7171 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7430 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7453 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7568 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7592 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7621 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7678 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[SUCCESS] CC: 6393 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6615 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6671 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7120 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7132 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7346 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7358 | Receivable: 12975 | DB Total: 12975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7658 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[SUCCESS] CC: 6461 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6741 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6756 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6704 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6788 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6841 | Receivable: 4792 | DB Total: 4792 | Match: (EXACT MATCH)
[MISMATCH] CC: 6601 | Receivable: 13675 | DB Sum: 13575 | Diff: 100
[SUCCESS] CC: 7347 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7420 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6399 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6514 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6621 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6649 | Receivable: 15815 | DB Total: 15815 | Match: (EXACT MATCH)
[SUCCESS] CC: 6730 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 6766 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7129 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7624 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 6377 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6397 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6928 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7186 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7216 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7288 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7348 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7368 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7431 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6366 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6513 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6626 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6682 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6680 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6747 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6825 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6977 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISSING] CC: 7304 | Receivable: 15000 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7327 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[MISSING] CC: 6354 | Receivable: 14166 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 6367 | Receivable: 5392 | DB Total: 5392 | Match: (EXACT MATCH)
[SUCCESS] CC: 6323 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[MISMATCH] CC: 6432 | Receivable: 15975 | DB Sum: 31950 | Diff: -15975
[MISMATCH] CC: 6679 | Receivable: 15975 | DB Sum: 31950 | Diff: -15975
[MISSING] CC: 7034 | Receivable: 15975 | Reason: No fees found for 2026-04-01 or earlier.
[MISMATCH] CC: 7028 | Receivable: 15975 | DB Sum: 47925 | Diff: -31950
[SUCCESS] CC: 7566 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7633 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7651 | Receivable: 24316 | DB Total: 24316 | Match: (EXACT MATCH)
[SUCCESS] CC: 6593 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6607 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6611 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6670 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[MISMATCH] CC: 6767 | Receivable: -79875 | DB Sum: 15975 | Diff: -95850
[SUCCESS] CC: 7021 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7236 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7259 | Receivable: 15325 | DB Total: 15325 | Match: (EXACT MATCH)
[SUCCESS] CC: 7297 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7314 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7575 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7638 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 5816 | Receivable: 4975 | DB Total: 4975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5863 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISMATCH] CC: 5874 | Receivable: 16975 | DB Sum: 33950 | Diff: -16975
[SUCCESS] CC: 5877 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISMATCH] CC: 5981 | Receivable: 16975 | DB Sum: 33950 | Diff: -16975
[SUCCESS] CC: 6089 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6130 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6136 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6222 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6398 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6606 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISSING] CC: 7130 | Receivable: 16975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7181 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7357 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISSING] CC: 7402 | Receivable: 16975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7576 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[MISMATCH] CC: 7672 | Receivable: 16575 | DB Sum: 33150 | Diff: -16575
[MISMATCH] CC: 5783 | Receivable: 15975 | DB Sum: 31950 | Diff: -15975
[SUCCESS] CC: 5866 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5962 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5963 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6128 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6378 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISMATCH] CC: 6460 | Receivable: 16975 | DB Sum: 50925 | Diff: -33950
[SUCCESS] CC: 6706 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISSING] CC: 7126 | Receivable: 16975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7589 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7714 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISMATCH] CC: 5813 | Receivable: 17975 | DB Sum: 35950 | Diff: -17975
[SUCCESS] CC: 5921 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5925 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[MISMATCH] CC: 5927 | Receivable: 16975 | DB Sum: 33950 | Diff: -16975
[SUCCESS] CC: 6087 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISSING] CC: 6106 | Receivable: 17975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 6223 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6638 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6681 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6774 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISSING] CC: 6888 | Receivable: 18975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 6935 | Receivable: 5392 | DB Total: 5392 | Match: (EXACT MATCH)
[SUCCESS] CC: 7379 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7755 | Receivable: 18575 | DB Sum: 37150 | Diff: -18575
[SUCCESS] CC: 5426 | Receivable: 4493 | DB Total: 4493 | Match: (EXACT MATCH)
[SUCCESS] CC: 5531 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISMATCH] CC: 5591 | Receivable: 14975 | DB Sum: 29950 | Diff: -14975
[SUCCESS] CC: 5833 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5849 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5864 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5958 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5959 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5982 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISMATCH] CC: 6452 | Receivable: 14975 | DB Sum: 29950 | Diff: -14975
[SUCCESS] CC: 6678 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISMATCH] CC: 6831 | Receivable: 16975 | DB Sum: 33950 | Diff: -16975
[SUCCESS] CC: 7224 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7234 | Receivable: 13832 | DB Total: 13832 | Match: (EXACT MATCH)
[SUCCESS] CC: 7239 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7328 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7349 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7623 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 6421 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6672 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6713 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6748 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7058 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7109 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7123 | Receivable: 15975 | DB Sum: 31950 | Diff: -15975
[MISSING] CC: 7128 | Receivable: 15975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7187 | Receivable: 37950 | DB Total: 37950 | Match: (EXACT MATCH)
[SUCCESS] CC: 7237 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7675 | Receivable: 18575 | DB Total: 18575 | Match: (EXACT MATCH)
[SUCCESS] CC: 5514 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5665 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5710 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5741 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5750 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5756 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5960 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6504 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7033 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7054 | Receivable: 18975 | DB Total: 17975 | Match: (LATE FEE MATCH)
